id;label;siren;long;lat;PLCI norme;Plci
1920;LEXGROUP GRENOBLE;779553551;5,72918;45,189554;0.132257356466653;1.41749130783632
1921;ASSOCIATION DIOCE;779554211;5,731653;45,193955;0.132257356466653;1.41749130783632
1922;OGEC BAYARD;779554658;;;0.132257356466653;1.41749130783632
1923;OGEC BAYARD;779554658;;;0.132257356466653;1.41749130783632
1924;OGEC DE ST PIERRE DU RONDEAU;779554666;;;0.132257356466653;1.41749130783632
1925;OGEC ST JOSEPH;779554682;5,729496;45,186847;0.132257356466653;1.41749130783632
1926;ASSOCIATION BEAUM;779554690;5,709696;45,168811;0.132257356466653;1.41749130783632
1927;MAISON DES JEUNES;779559038;5,713709;45,174669;0.132257356466653;1.41749130783632
1928;MAISON JEUNE ET C;779559699;5,732623;45,193634;0.132257356466653;1.41749130783632
1929;HORIZONS ASS JEU;779568633;5,763839;45,206555;0.0927956947492042;1.2906976744186
1930;MAISON FAMILIALE R;779570431;5,565299;45,321522;0.166634715395312;1.52794864937149
1931;OGEC ST EXUPERY;779570522;5,570541;45,325532;0.166634715395312;1.52794864937149
1932;ORGANISME DE GEST;779575596;5,792869;44,905297;0.305226247153706;1.97325488098422
1933;ORGANISME DE GEST;779575596;5,792869;44,905297;0.305226247153706;1.97325488098422
1934;SYNLAB VALLEE DU;779589753;4,800494;45,364506;0.303228531380612;1.96683605242043
1935;ASSOCIATION DU BON ACCUEIL;779593243;;;0.0589890680882905;1.18207414359456
1936;OGEC SACRE COEUR;779600477;;;0.167883287753495;1.53196041722386
1937;ASSOCIATION SAIN;779609585;5,716637;45,203496;0.153316610241352;1.48515645894624
1938;ASSOCIATION SAIN;779609585;5,767958;45,206421;0.151069179996621;1.47793527681198
1939;OGEC ST JOSEPH;779624097;5,447342;45,563035;0.23921757008383;1.76116345759934
1940;OGEC PHILIPPINE;779626209;5,758082;45,212369;0.154565182599536;1.48916822679861
1941;OEUVRE DE SAINT;779638485;4,904031;45,504813;0.494718014054935;2.58210784313725
1942;MAISO FAMIL RURAL;779640044;5,67621;45,053127;0.154148991813474;1.48783097084782
1943;SOCIETE COOPERAT;779641992;5,532867;45,080756;0.316380160220147;2.00909334046537
1944;ASS AIR DAUPHINE;779650324;5,585971;45,368059;0.163471665421246;1.51778550414549
1945;MAISON DES JEUN;779650597;5,584106;45,366658;0.0556717871031816;1.17141544117647
1946;ROSERAIES MEILLAND RICHARDIER;779744937;;;0.336026011707132;2.07221711131555
1947;CONGES INTEMPERIES BTP - CAISSE RHONE-ALPES AUVERGNE;779787035;;;0.0774464650830288;1.24137931034483
1948;LIGUE AUVERGNE R;779825835;5,695917;45,157932;0.153732801027413;1.48649371489703
1949;UNION NATIONALE;784717043;5,416728;45,825114;0.299815766934909;1.95587055362396
1950;GARDNER DENVER F;785905993;5,098424;45,661381;0.276925273701541;1.88232147633057
1951;ASS DEP PUPILLES ENSEIGNEMENT PUBLIC;786255281;;;0.179037200819937;1.567798876705
1952;CORA;786920306;5,280372;45,588951;0.276176130286631;1.87991441561915
1953;ADOMA;788058030;5,723049;45,158073;0.148239082651405;1.46884193634662
1954;ADOMA;788058030;5,177004;45,754646;0.284916136793917;1.90799679058572
1955;CITYA IMMOBILIER;788059301;5,726378;45,18484;0.132257356466653;1.41749130783632
1956;APAJH;788059376;5,742773;45,158864;0.152400990512017;1.48221449585451
1957;APAJH;788059376;4,870862;45,520603;0.294571763030538;1.93902112864402
1958;APAJH;788059376;5,742773;45,158864;0.152400990512017;1.48221449585451
1959;APAJH;788059376;5,735858;45,157129;0.132257356466653;1.41749130783632
1960;ASSOCIATION LA B;788397388;5,737885;45,175703;0.132257356466653;1.41749130783632
1961;SAINT MARTIN 1;788751428;5,75988;45,185909;0.150985941839409;1.47766782562182
1962;LA RESSOURCERIE;788836252;5,289935;45,315536;0.270182982967349;1.86065792992779
1963;GIRON TRAITEUR S;789032125;5,288319;45,392849;0.244063005884227;1.77673224978614
1964;COLRUYT RETAIL FRANCE;789139789;;;0.211870633815531;1.67329545454545
1965;COLRUYT RETAIL FRANCE;789139789;;;0.178953962662724;1.56753142551484
1966;COLRUYT RETAIL FRA;789139789;5,082737;45,615006;0.315542163863417;2.00640078778927
1967;RHONE-ALPES DISTRIBUT;789694262;5,6807;45,09783;0.154065753656262;1.48756351965766
1968;CEVA LOGISTICS GROU;789791464;5,106666;45,6735;0.284250231536219;1.90585718106446
1969;CPEX;789906526;5,538226;45,353766;0.0183969788620472;1.05164835164835
1970;MAGBEN;789962131;5,235531;45,594587;0.273307184222287;1.87069625095639
1971;BUREAU VERITAS EXPLOITATION;790184675;;;0.178537771876663;1.56619416956405
1972;L'OBLIGEE;791154008;;;0.0396068737506474;1.11979752530934
1973;THERMYS HABITAT;791228935;5,757417;45,162229;0.150985941839409;1.47766782562182
1974;LES NOUVEAUX JARD;791266190;5,573171;45,316969;0.10504756603831;1.33006396588486
1975;CMA INTERNATIONA;791825789;5,096933;45,664519;0.276925273701541;1.88232147633057
1976;TEAM FLUIDE;792009078;4,923624;45,519258;0.341205174143164;2.08885819521179
1977;KUBE & KUBENZ FRANCE TRANSPO;792233520;4,785672;45,583604;0.164160877362964;1.52
1978;LILA SERVICES;792503989;5,70266;45,253898;0.154648420756748;1.48943567798877
1979;SPIL;792541336;5,095895;45,656496;0.276925273701541;1.88232147633057
1980;JAHTEST;792570905;;;0.148239082651405;1.46884193634662
1981;PLIALPES;792604423;5,73839;45,149727;0.152400990512017;1.48221449585451
1982;SOBATE;792677494;5,744893;45,165225;0.150985941839409;1.47766782562182
1983;PPRI;792916447;5,306341;45,553123;0.284832898636705;1.90772933939556
1984;VOGO;793342866;;;0.072296554392937;1.2248322147651
1985;TPS RHONE-ALPES;793369364;5,045784;45,63818;0.334942269278478;2.06873495587055
1986;GIMIR;793565789;4,811994;45,369885;0.372501227074175;2.18941504178273
1987;GDLP;793603382;5,605129;45,317247;0.167883287753495;1.53196041722386
1988;AMETEN;793778846;5,746111;45,15771;0.152400990512017;1.48221449585451
1989;ISERBA;793797283;5,698971;45,163305;0.153732801027413;1.48649371489703
1990;RUCK TRANSPORTS;793860800;5,618287;45,304322;0.0373043096758234;1.11239919354839
1991;LES VIOLETTES D'HUE;794000885;6,067836;45,091959;0.310387012900865;1.989836854774
1992;CREAMOB;794293142;5,524478;45,38699;0.168382716696769;1.5335651243648
1993;SUPERETTE DE L'O;794332163;5,257924;45,588036;0.276176130286631;1.87991441561915
1994;CAROEN ISOLATION;794378091;5,396948;45,252549;0.284683861578382;1.90725047080979
1995;U R S S A F RHONE;794846501;4,866474;45,53803;0.294571763030538;1.93902112864402
1996;C.T.D EXPRESS;794942540;5,690258;45,224365;0.052701621019199;1.16187204808931
1997;STEELMAG INTERNATIONAL;795229301;;;0.178953962662724;1.56753142551484
1998;ASSOCIATION DE F;797422276;5,850939;45,239197;0.178704248191088;1.56672907194437
1999;RESIDE ETUDES SE;797488723;5,221857;45,619441;0.282918421020823;1.90157796202193
2000;RESIDE ETUDES SENIO;797488723;5,28001;45,58815;0.49112692315922;2.57056936647955
2001;SKS TRANSPORT;797561610;5,706912;45,144164;0.148239082651405;1.46884193634662
2002;PANI;798038485;5,714498;45,166234;0.132257356466653;1.41749130783632
2003;COMBOIRE 2;798197588;5,696273;45,15077;0.148239082651405;1.46884193634662
2004;LE PAIN DES EYMES;798697868;;;0.179120438977149;1.56806632789516
2005;ACM NETTOYAGE;798781597;5,763975;45,169993;0.150985941839409;1.47766782562182
2006;SORI;798995445;5,503276;45,296133;0.167134144338585;1.52955335651244
2007;AVALUN;799055520;;;0.132257356466653;1.41749130783632
2008;A.D.M.F.;799540281;;;0.260111165944667;1.82829633591869
2009;NEOVISION;799679709;5,711713;45,192212;0.132257356466653;1.41749130783632
2010;STEP UP GRENOBLE;799804216;5,738085;45,158099;0.152400990512017;1.48221449585451
2011;BGENE GENETICS;800455362;5,704872;45,185705;0.132257356466653;1.41749130783632
2012;LIBRAIRIE ARTHAU;800519142;5,728226;45,191383;0.132257356466653;1.41749130783632
2013;CORBEDIS;800528309;5,536709;45,608841;0.535232283750067;2.71228359439406
2014;S2JU;800655847;5,276038;45,589917;0.276176130286631;1.87991441561915
2015;ARYBALLE;800742405;5,704872;45,185705;0.132257356466653;1.41749130783632
2016;AVEGOTT;800783144;5,728242;45,150075;0.148239082651405;1.46884193634662
2017;OVE;801252719;;;0.317046065477845;2.01123294998663
2018;OVE;801252719;4,895508;45,527154;0.294571763030538;1.93902112864402
2019;OVE;801252719;5,804162;45,2374;0.179370153448786;1.56886868146563
2020;OVE;801252719;5,889038;45,274392;0.0412051670354198;1.12493297587131
2021;OVE;801252719;5,262796;45,384691;0.268767934294741;1.85611125969511
2022;BABYGUARD;801994211;5,720471;45,185866;0.132257356466653;1.41749130783632
2023;TERRA CERAMIC CO;802782383;5,750374;45,169355;0.150985941839409;1.47766782562182
2024;AXERIEL;802804997;5,803988;45,186014;0.153649562870201;1.48622626370687
2025;LIMPIA NETTOYAGE;803023605;5,733324;45,191168;0.132257356466653;1.41749130783632
2026;APIX ANALYTICS;803133933;5,702116;45,204559;0.132257356466653;1.41749130783632
2027;CONTALIM;803194463;5,311430036;45,58354901;0.28466642232228;1.90719443701524
2028;LA COMPAGNIE DES;803203785;5,726284;45,181906;0.132257356466653;1.41749130783632
2029;GAWAVIDIS;803344167;4,873214;45,537241;0.294571763030538;1.93902112864402
2030;I G ECONSTRUCTION;803846302;4,77971;45,400011;0.29360905270633;1.9359278595159
2031;SATT LINKSIUM GR;803938372;5,703538;45,183906;0.132257356466653;1.41749130783632
2032;L'ESSENTIEL A DO;804112647;5,772846;45,077157;0.154065753656262;1.48756351965766
2033;AGS NATURE REGIE;804384360;5,856479;45,029154;0.378294463530208;2.20802919708029
2034;ADRIACO;804626109;5,47528;45,38587;0.269267363238014;1.85771596683605
2035;POLLEN METROLOGY;804862043;5,591447;45,321231;0.166634715395312;1.52794864937149
2036;GREG INTERPHONIE;804875136;;;0.265741023836839;1.84638554216867
2037;CJ BOIS;805385937;;;0.178371295562239;1.56565926718374
2038;AVENIR GENERATIO;807535547;5,728411;45,182915;0.132257356466653;1.41749130783632
2039;OFFICE DE TOURISME;807991120;6,065141;45,090849;0.310387012900865;1.989836854774
2040;GRENOT HTI;808017792;4,813072;45,318606;0.304144151109946;1.96977801551217
2041;GREENWAVES TECHN;808076582;5,719263;45,189783;0.132257356466653;1.41749130783632
2042;ELICHENS;808194138;5,706525;45,191941;0.132257356466653;1.41749130783632
2043;ATLAS SERVICES;808278295;5,189155;45,750834;0.29948281430606;1.95480074886333
2044;TECUMSEH EUROPE;808452544;5,139733;45,639537;0.284999374951129;1.90826424177588
2045;EIFFAGE ENERGIE;808464515;5,743285;45,176426;0.132257356466653;1.41749130783632
2046;THERMOLAQUAGE SAUNIER;808559959;;;0.153150133926927;1.48462155656593
2047;BIAELEC - S.E.B.;808860449;5,744938;45,157357;0.152400990512017;1.48221449585451
2048;DECORTES;809308703;;;0.29873367089115;1.95239368815191
2049;PIOU SERVICES;809422504;4,804889;45,337607;0.301730244550791;1.96202193099759
2050;D & B CHARPENTE;809534159;5,746183;45,412604;0.28541556573719;1.90960149772666
2051;NUVIA ACCESS;809664428;5,487538;45,671788;0.298650432733938;1.95212623696175
2052;FEDERALY LOGEMENT;810023358;4,776238;45,317671;0.502150182308701;2.6059880239521
2053;ISEROISE;810506337;5,729364;45,183138;0.0290962528621106;1.08602601762484
2054;DEJBOX SERVICES;810785055;5,81422;45,218094;0.176290341631932;1.55897298742979
2055;FOURCHETTE EVENTS;810991604;5,706652;45,161475;0.132257356466653;1.41749130783632
2056;ECO-TERRES;811027184;;;0.167134144338585;1.52955335651244
2057;DOM'SERVICES PRO;811076611;5,235531;45,594587;0.298729707169378;1.95238095238095
2058;METIERS DU MEDICO;811101195;5,340368;45,339784;0.268185267194255;1.854239101364
2059;RDC INVEST;811323476;5,889656;45,272245;0.177705390304541;1.56351965766248
2060;GRESIVAUDAN SYNE;811693902;5,916298;45,309024;0.179286915291573;1.56860123027547
2061;SYLFEN;811828086;5,997274;45,383659;0.179037200819937;1.567798876705
2062;SANTE CIE;812164739;5,625553;45,257065;0.153899277341838;1.48702861727735
2063;GREENDOM;812685741;5,698928;45,123386;0.153483086555776;1.48569136132656
2064;SOCIETE WAPIE;813528916;5,717511;45,149887;0.148239082651405;1.46884193634662
2065;REDH' DISTRIB;813722329;5,731366;45,181711;0.132257356466653;1.41749130783632
2066;ENLAPS;813731262;5,805095;45,216331;0.176290341631932;1.55897298742979
2067;AD PLATING GRENO;814236634;5,777064;45,177447;0.150985941839409;1.47766782562182
2068;SATM;814723441;5,098961;45,646268;0.276925273701541;1.88232147633057
2069;RG CHATEAU D'EAU;814854873;5,727258;45,191095;0.132257356466653;1.41749130783632
2070;AELLO;814980124;5,096468;45,644524;0.276925273701541;1.88232147633057
2071;AKIRA SECURITE;818005407;5,117045;45,535465;0.549518497169127;2.75818639798489
2072;LE TRANSPORTEUR A;818211526;5,667331;45,048924;0.154148991813474;1.48783097084782
2073;AMS - AUTO MANAGE;818467615;5,241743;45,591649;0.276176130286631;1.87991441561915
2074;ETANCHEITE DES 2 SAVOIE EN ABREGE ED2S;818870602;;;0.126900394784084;1.40027894002789
2075;RECYCLERIE R DE;818918237;6,009706;45,436045;0.107922149538008;1.33930024410089
2076;MURPROTEC QUALITE SERVICE;818968307;;;0.28316813549246;1.9023803155924
2077;O2 VIENNE;819185075;;;0.116760185052752;1.36769759450172
2078;TSE;819466756;5,241082;45,591907;0.276176130286631;1.87991441561915
2079;ENTERPRISE SERVICES;819779406;5,16313;45,624822;0.28316813549246;1.9023803155924
2080;;820294981;;;0.189920833650659;1.60276890308839
2081;SUSHI GUSTAVE RI;820312478;5,727126;45,181467;0.132257356466653;1.41749130783632
2082;EASYDOM LA MURE;820426831;5,786777;44,904458;0.305226247153706;1.97325488098422
2083;TNSW;820561595;5,725734;45,23337;0.0737130414990496;1.22938350680544
2084;BEBOP;820801884;;;0.276176130286631;1.87991441561915
2085;HOTELIERE CENTRA;820981306;5,715789;45,190926;0.132257356466653;1.41749130783632
2086;LANCEY ENERGY ST;821204955;5,703432;45,191987;0.132257356466653;1.41749130783632
2087;SIFORT;821487691;5,706222;45,142953;0.148239082651405;1.46884193634662
2088;ELCIMAI ENVIRONNE;821615978;5,79591;45,207854;0.151069179996621;1.47793527681198
2089;SMIS PORTES;821788783;5,26244;45,600844;0.276176130286631;1.87991441561915
2090;GIRARD SERVICES A;821831138;4,919703;45,522236;0.29873367089115;1.95239368815191
2091;EQUILIBRE CONSEILS;821900776;5,720306;45,38818;0.284749660479492;1.9074618882054
2092;RDV INVEST;821907326;;;0.163471665421246;1.51778550414549
2093;LA RESERVE;822206207;5,631261;44,910654;0.550627714112857;2.76175040518639
2094;MEDIACO ISERE;822667341;5,693654;45,133938;0.153483086555776;1.48569136132656
2095;WORLD ENERGY;822909826;5,869948;45,231777;0.178537771876663;1.56619416956405
2096;GIE GRAPE HOSPIT;823737481;5,644512;45,275633;0.166967668024161;1.52901845413212
2097;GIE GRAPE HOSPITA;823737481;5,720102;45,17853;0.132257356466653;1.41749130783632
2098;MANTECH;823870787;4,872386;45,546423;0.294571763030538;1.93902112864402
2099;SERMA TECHNOLOGIES;824110613;;;0.132257356466653;1.41749130783632
2100;REMEDEE LABS;824154926;5,806063;45,21484;0.176290341631932;1.55897298742979
2101;GLOBAL TRANSPORT;824179089;5,600458;45,315505;0.166634715395312;1.52794864937149
2102;AGENCE NATIONALE;824228142;5,697184;45,135099;0.153483086555776;1.48569136132656
2103;LEO LAGRANGE PET;824350540;5,360562;45,671002;0.317853455050172;2.01382716049383
2104;CIRCLE ANATOSCOPE;824424451;5,805095;45,216331;0.176290341631932;1.55897298742979
2105;SONEPAR FRANCE DI;824484653;5,715752;45,162555;0.132257356466653;1.41749130783632
2106;LSP SECURITE PRI;824486070;4,865758;45,513213;0.294571763030538;1.93902112864402
2107;ACTION LOGEMENT;824541148;5,712692;45,192834;0.132257356466653;1.41749130783632
2108;ICFI;824743868;5,277752;45,587227;0.189059074948291;1.6
2109;LA SYMPHONIE DES;825260151;5,280714;45,350728;0.268767934294741;1.85611125969511
2110;AUVERGNE-RHONE-A;827654351;5,713128;45,191539;0.132257356466653;1.41749130783632
2111;BTM;827874603;5,185056;45,757461;0.29948281430606;1.95480074886333
2112;SIDAS LOGISTICS SE;827998261;5,344827;45,357933;0.268185267194255;1.854239101364
2113;LE SULLY GRENOBL;828138859;5,720117;45,186098;0.132257356466653;1.41749130783632
2114;LE STRIKER;828539346;4,803169;45,34008;0.301730244550791;1.96202193099759
2115;MAJUPI BJ;829389030;5,240073;45,595775;0.276176130286631;1.87991441561915
2116;TERO LOKO;829553403;5,404905;45,237612;0.301736454727442;1.96204188481675
2117;FREGATA HYGIENE;829919836;5,53188;45,41143;0.168382716696769;1.5335651243648
2118;PRO SERVICES ISER;830299087;5,697906;45,189104;0.152234514197593;1.48167959347419
2119;CUKI FRANCE;830549804;5,926259;45,313012;0.179120438977149;1.56806632789516
2120;ALPEE;830651063;5,736323;45,160018;0.132257356466653;1.41749130783632
2121;ODIT-E;830800199;5,782908;45,209469;0.151069179996621;1.47793527681198
2122;MAGIA DIAGNOSTIC;831351796;5,707438;45,138649;0.148239082651405;1.46884193634662
2123;LONE WOLF SECURITE;831462940;5,7337;45,182761;0.132257356466653;1.41749130783632
2124;NJ COMBOIRE DIST;831532619;5,691659;45,146835;0.148239082651405;1.46884193634662
2125;GROUPEMENT D'ENS;831566922;5,671865;45,111851;0.153899277341838;1.48702861727735
2126;CDEP - DR JULIET;831671482;4,997712;45,473391;0.320086773556891;2.02100300042863
2127;ARNOGA;831826102;5,278746;45,586568;0.276176130286631;1.87991441561915
2128;B-HIVE;831826649;5,789025;45,208834;0.151069179996621;1.47793527681198
2129;EKIOSE;831862602;5,673626;45,221929;0.151069179996621;1.47793527681198
2130;AS SAINT EGREVE;831921671;5,663658;45,240528;0.151069179996621;1.47793527681198
2131;ELECIS;833868052;5,115807;45,638975;0.276925273701541;1.88232147633057
2132;VULKAM;833877517;5,776879;45,194879;0.153649562870201;1.48622626370687
2133;SOCOTEC CONSTRUCTION;834157513;;;0.148239082651405;1.46884193634662
2134;AMV 38;834309015;5,582592;45,372734;0.018366933953665;1.0515518148343
2135;AIDE ET PART'AGE;834637282;5,748636;45,185338;0.150985941839409;1.47766782562182
2136;VM 38550;834927642;4,769689;45,400505;0.304060912952734;1.96951056432201
2137;BLOCKCHAIN PROC;835275090;5,694929;45,180028;0.0621388671565291;1.19219471254721
2138;ETTE;838167880;5,16313;45,624822;0.28316813549246;1.9023803155924
2139;SCM CONI-COM;838411312;5,243167;45,597526;0.276176130286631;1.87991441561915
2140;GRENOBLE H;839844412;5,727124;45,190875;0.132257356466653;1.41749130783632
2141;DHN NETTOYAGE;839931094;5,037833;45,575357;0.33685674689436;2.07488633324418
2142;AXIO SECURITE;840107114;5,713007;45,162845;0.132257356466653;1.41749130783632
2143;BIBA TRANSPORT;840260368;5,275576;45,593249;0.276176130286631;1.87991441561915
2144;ART-C;841502065;5,830292;45,141087;0.0403389778079172;1.12214983713355
2145;GLENAT RENOVATION;841530066;5,320381;45,113228;0.378027466980361;2.20717131474104
2146;EBRA SERVICES;841978380;5,625385;45,25828;0.153899277341838;1.48702861727735
2147;HOME SYMPHONY;843061300;5,680172;45,156048;0.153732801027413;1.48649371489703
2148;TABERNAM;843915620;5,578106;45,384845;0.163471665421246;1.51778550414549
2149;ROYAL OURS BLANC 2;844797944;6,068107;45,091617;0.32376439057652;2.03281949278966
2150;CREA MAINTENANCE;844880500;5,688923;45,120857;0.153899277341838;1.48702861727735
2151;DOTT;845133800;5,712235;45,156479;0.148239082651405;1.46884193634662
2152;EVIDENCE;847632957;5,595045;45,366187;0.0520667785881991;1.15983224603914
2153;PHARMACIE SAINT-BR;847715356;5,71431;45,18848;0.132257356466653;1.41749130783632
2154;FKH ECHIROLLES;848638599;5,728474;45,147304;0.148239082651405;1.46884193634662
2155;TIMKL;848743027;5,81772;45,219864;0.176290341631932;1.55897298742979
2156;GCT SOLUTION;849082342;5,105733;45,656051;0.276925273701541;1.88232147633057
2157;PPC;849084090;5,241082;45,591907;0.276176130286631;1.87991441561915
2158;PARK GRENOBLE AL;849350574;5,733117;45,194799;0.132257356466653;1.41749130783632
2159;BBM 41020 COMBOI;849355425;5,693618;45,147009;0.148239082651405;1.46884193634662
2160;SOITEC LAB;849568530;5,869577;45,260521;0.178953962662724;1.56753142551484
2161;S3M CONCEPT;850249103;5,128882;45,637947;0.276925273701541;1.88232147633057
2162;C'NET MULTISERVICES;850440256;;;0.310470251058077;1.99010430596416
2163;CROLAMB;850743048;5,885948;45,273327;0.177705390304541;1.56351965766248
2164;LIREKA;850982323;5,718784;45,172939;0.132257356466653;1.41749130783632
2165;SANDRINE BIDAL -;851510834;5,745156;45,160602;0.152400990512017;1.48221449585451
2166;GREEN ALPES;851773515;5,718543;45,171946;0.132257356466653;1.41749130783632
2167;LF;852002765;5,596954;45,363331;0.163471665421246;1.51778550414549
2168;STEAKCOLETTE;852611425;;;0.28316813549246;1.9023803155924
2169;M&G SPORTS;852738053;;;0.310470251058077;1.99010430596416
2170;IDSB PRODUCTION R;853000487;5,64045;45,550966;0.261193261988426;1.83177320139075
2171;MI SATRA;853062180;5,679169;45,111722;0.153899277341838;1.48702861727735
2172;HIRSCH FRANCE;853214526;4,876779;45,549361;0.294571763030538;1.93902112864402
2173;GOULINOU;853334605;;;0.299233099834424;1.95399839529286
2174;TOLV;853875276;5,679383;45,201879;0.152234514197593;1.48167959347419
2175;ARJOWIGGINS FRANCE;853949071;;;0.163471665421246;1.51778550414549
2176;ELIOR RESTAURATION;877676932;5,710038;45,18109;0.132257356466653;1.41749130783632
2177;SIN&TEC;878101658;5,589766;45,318959;0.166634715395312;1.52794864937149
2178;DEEP COMPANY;878967439;;;0.285582042051615;1.91013640010698
2179;TE SOLUTIONS 38;879097723;5,100753;45,640171;0.276925273701541;1.88232147633057
2180;TEXINOV TECH;879832152;5,469926;45,560231;0.0790126155251021;1.24641148325359
2181;HUGUETTE : UN GROU;880094388;5,62284;44,827218;0.23197834699558;1.73790322580645
2182;PLACE DU MARCHE;880162151;;;0.260693833045153;1.8301684942498
2183;ARGOS VETERINAIR;880168489;5,836158;45,203281;0.153732801027413;1.48649371489703
2184;CONCEPT SECURITE;880270715;5,797623;45,221034;0.151069179996621;1.47793527681198
2185;DOM'CARE;880476064;5,751987;45,147717;0.152400990512017;1.48221449585451
2186;GIE EFFICIENCE;880580683;5,796752;45,208824;0.151069179996621;1.47793527681198
2187;REGIE D'EXPLOITATI;880699111;5,588527;45,128029;0.3334186655992;2.06383948928409
2188;REGIE DU DOMAINE;880716121;5,548513;44,892957;0.604911949511745;2.93617021276596
2189;GHARBI'NET;880899349;5,703281;45,143248;0.148239082651405;1.46884193634662
2190;FRPH;881510408;;;0.148239082651405;1.46884193634662
2191;CDI FLEX';882065477;5,819505;45,221682;0.176290341631932;1.55897298742979
2192;SIE SAS;882248545;5,344827;45,357933;0.268185267194255;1.854239101364
2193;ERMAC;883259384;5,452194;45,398416;0.269267363238014;1.85771596683605
2194;BEFC;883544009;5,774849;45,194279;0.153649562870201;1.48622626370687
2195;BEFC;883544009;5,90359;45,258129;0.178537771876663;1.56619416956405
2196;EMBECTA FRANCE;883598294;5,805095;45,216331;0.176290341631932;1.55897298742979
2197;3B;883934606;5,819015;45,198211;0.153732801027413;1.48649371489703
2198;;884048810;5,755987;45,172567;0.150985941839409;1.47766782562182
2199;MPELEC;884608522;4,908226;45,351311;0.50230896153626;2.60649819494585
2200;AVENIR ADOM;884831967;5,720114;45,185283;0.132257356466653;1.41749130783632
2201;RAIDLIGHT;884965823;5,817516981;45,341455;0.238045173747827;1.75739644970414
2202;ECT;885192997;5,560164;45,334033;0.166634715395312;1.52794864937149
2203;RENAISSANCE FUSI;885269332;5,674809;45,193033;0.152234514197593;1.48167959347419
2204;AGE ET PERSPECTI;887529691;5,721279;45,187611;0.132257356466653;1.41749130783632
2205;AU SEA GRILL;887848752;5,670354;45,229573;0.151069179996621;1.47793527681198
2206;E-PHILEA 38;888261062;5,10083;45,640077;0.26201070016537;1.83439969890854
2207;VB.DIS;888616299;5,174755;45,751789;0.284916136793917;1.90799679058572
2208;NEW COURT;888796430;;;0.304144151109946;1.96977801551217
2209;SNORIK OPPHOLD;888850799;6,076239;45,089606;0.310387012900865;1.989836854774
2210;CO PAINS;889260964;;;0.282918421020823;1.90157796202193
2211;NJ MONTBONNOT;889283248;5,818983;45,223357;0.0981853554777128;1.30801510700797
2212;B2L;889679817;;;0.179037200819937;1.567798876705
2213;EPAC LYON;890392723;5,262475;45,604624;0.276176130286631;1.87991441561915
2214;I.S.C.L - INSTITUT;890724131;5,27929;45,589958;0.276176130286631;1.87991441561915
2215;EUROBLE;891067803;5,732513;45,159682;0.0568846220341316;1.17531238167361
2216;SIMPLIC;891508707;5,460869;45,537286;0.261026785674002;1.83123829901043
2217;ATB FRANCE SAS;891789984;;;0.28316813549246;1.9023803155924
2218;GENVIA;891925968;5,700791;45,201206;0.132257356466653;1.41749130783632
2219;MECELEC COMPOSITES;892274150;5,34461;45,356964;0.268185267194255;1.854239101364
2220;AMS-AURA;892341819;5,241743;45,591649;0.276176130286631;1.87991441561915
2221;LA ZELLE;892421330;5,430527;45,568404;0.260444118573516;1.82936614067933
2222;FOOD TJ 38;897752846;5,182964;45,747523;0.29948281430606;1.95480074886333
2223;SKW AURIS;897901245;6,078353;45,054812;0.311968537887898;1.994918427387
2224;VAUJANY SERVICES;898560784;6,079045;45,158104;0.599802488817357;2.91975308641975
2225;DUCHENE INDUSTRIE;899293856;5,296202;45,590196;0.28466642232228;1.90719443701524
2226;FONCIA CIMES DE;899356844;5,728412;45,187297;0.132257356466653;1.41749130783632
2227;HIPPECHI;899765887;5,717659;45,151341;0.148239082651405;1.46884193634662
2228;ASSOCIATION MEDICALE ET DENTAIRE ISEROISE;900212366;;;0.132257356466653;1.41749130783632
2229;FONCIA GRESIVAUD;900440686;5,728412;45,187297;0.132257356466653;1.41749130783632
2230;FONCIA VALLEE;900465840;5,280477;45,589315;0.0422080552095861;1.12815533980583
2231;FONCIA VALLEE;900465840;5,590765;45,36407;0.163471665421246;1.51778550414549
2232;SOLEEO;900510801;5,700467;45,147582;0.148239082651405;1.46884193634662
2233;PEP'S TRIEVES;900548066;5,741271;44,813761;0.315631016805237;2.00668627975395
2234;TSLO;900604711;5,689491;45,21347;0.153316610241352;1.48515645894624
2235;BOUILLON A;900605833;5,830292;45,141087;0.178953962662724;1.56753142551484
2236;ALPES EVENTYR;900898511;6,06682;45,090014;0.300359137800874;1.95761644985313
2237;5RDIS;902012921;5,29726;45,589446;0.28466642232228;1.90719443701524
2238;RYDGE CONSEIL;903309490;5,780774;45,206331;0.151069179996621;1.47793527681198
2239;VALICIA;903658243;5,582559;45,324823;0.166634715395312;1.52794864937149
2240;ERIC DEFRADAS ET C;904082542;5,44078;45,566146;0.259528498844181;1.82642417758759
2241;JLP SECURITE;904348927;5,1614;45,616557;0.0975842330592306;1.30608365019011
2242;PHARMACIE GRAND PLACE;904491974;;;0.148239082651405;1.46884193634662
2243;;905092912;5,739671;45,163913;0.132257356466653;1.41749130783632
2244;SAS GRAND HOTEL G;905109666;5,728631;45,191017;0.132257356466653;1.41749130783632
2245;VIENDIS;907613657;4,851276;45,502903;0.294571763030538;1.93902112864402
2246;BESBURRI;907708333;6,06946;45,096918;0.310387012900865;1.989836854774
2247;DELIVERHOME;907951917;5,670354;45,229573;0.151069179996621;1.47793527681198
